sessionId,tester,timestamp,order,configId,configTitle,category,difficulty,course,jumpMode,attachMode,selectionMode,feature,feel,finished,timeSeconds,deaths,manualRespawns,restarts,skips,attempts,checkpoints,jumps,airJumps,grappleLatches,splits,rating,comment
20260924_202054,Will,2026-09-24T20:24:06,1,C15,"Free cursor jump, zero air control",Core,Easy,General,CursorDirection,Nearest,NearestGap,None,air control none,1,164.6,5,0,0,0,1,6,42,0,0,33.4;40.1;71.3;106.6;126.1;155.8;164.6,9,
20260924_202054,Will,2026-09-24T20:28:36,2,C15,"Free cursor jump, zero air control",Core,Medium,General,CursorDirection,Nearest,NearestGap,None,air control none,1,206.2,1677,0,0,0,1,7,72,0,0,21.5;121.2;135.9;150.4;171.3;184.1;193.2;206.2,7,It was hard sometimes but coukd be me. some where much easier than others
